CodProfesionUOficio,Descripción,"Estado (1-Inactivo, 2- Activo)"
3087,Pescador de pesca deportiva,2
3088,Arponero,2
3089,Ballenero,2
3090,Cazador,2
3091,Descuartizador de ballenas,2
3092,Trampero,2
3093,Zorrero,2
3094,Agricultor de subsistencia,2
3095,Trabajador agrícola de subsistencia,2
3096,Trabajador pecuario de subsistencia,2
3097,Criador de ganado de subsistencia,2
3098,Trabajador agropecuario de subsistencia,2
3099,Pescador de subsistencia,2
3100,Cazador de subsistencia,2
3101,Trampero de subsistencia ,2
3102,Recolector de subsistencia,2
3103,Pescador para consumo propio,2
3104,Constructor de casas,2
3105,Constructor de casas / materiales tradicionales,2
3106,Constructor de edificios / materiales no tradicionales,2
3107,Constructor de casas  prefabricadas,2
3108,Constructor de casas de contratista,2
3109,Contratista de construcción,2
3110,Albañil,2
3111,Albañil de construcción,2
3112,Albañil de lingoteras / ladrillo,2
3113,Albañil de material refractario,2
3114,Albañil de piedra / construcción,2
3115,Albañil de revestimiento / hornos,2
3116,Albañil industrial,2
3117,Armador de construcción,2
3118,Armador de vigas / construcción,2
3119,Operario de construcción,2
3120,Colocador de bordillos,2
3121,Colocador de ladrillos / chimeneas,2
3122,Enladrillador,2
3123,Mampostero,2
3124,Mampostero de construcción,2
3125,Mampostero de fachadas,2
3126,Mampostero de pavimentación,2
3127,Rejuntador de mampostería,2
3128,Amolador de piedra,2
3129,Aserrador de piedra,2
3130,Clasificador de piedras,2
3131,Cortador de piedra,2
3132,Cortador de piedra / inscripciones,2
3133,Cortador pulidor de piedra,2
3134,Dolador de piedras,2
3135,Escogedor de piedras,2
3136,Grabador de inscripciones / piedra,2
3137,Grabador de piedra,2
3138,Grabador de piedra / estarcidos,2
3139,Labrante de chorro de arena,2
3140,Labrante de piedra,2
3141,Perforador de piedras,2
3142,Picapedrero,2
3143,Pulidor de granito,2
3144,Pulidor de mármol,2
3145,Pulidor de piedra,2
3146,Tallador de piedra,2
3147,Tallador pulidor de piedra,2
3148,Tallista (piedra),2
3149,Trazador de piedra,2
3150,Tronzador de piedra,2
3151,Adoquinador,2
3152,Acabador de cemento / hormigón,2
3153,Armador de hormigón armado,2
3154,Encofrador con cemento,2
3155,Encofrador con hormigón,2
3156,Encofrador,2
3157,Lijador de pisos (terrazo y similares),2
3158,Pavimentador de terrazos,2
3159,Pulidor de pisos (terrazo y similares),2
3160,Trabajador de curado del hormigón,2
3161,Trabajador de enrejado del hormigón,2
3162,Lijador de pisos de cemento,2
3163,Lijador de pisos de hormigón,2
3164,Pulidor de pisos de cemento,2
3165,Pulidor de pisos de hormigón,2
3166,Acabador de cemento armado,2
3167,Carpintero,2
3168,Carpintero armador de escenografías,2
3169,Carpintero armador de puentes y embarcaderos,2
3170,Carpintero constructor de barcas de madera,2
3171,Carpintero de construcción,2
3172,Carpintero de plató / cine,2
3173,Carpintero de puertas y ventanas,2
3174,Carpintero de mantenimiento / edificios,2
3175,Carpintero de obra blanca,2
3176,Constructor de botes de madera,2
3177,Carpintero de fachadas de edificios,2
3178,Constructor de barcos de madera,2
3179,Apuntalador de edificación,2
3180,Demoledor de edificios,2
3181,Ensamblador de elementos prefabricados / edificación,2
3182,Montador de andamios,2
3183,Montador de andamios / letreros,2
3184,Pocero,2
3185,Reparador de chimeneas,2
3186,Revestidor de pozos,2
3187,Trabajador de demolición,2
3188,Trabajador de reparación de chimeneas,2
3189,Techador de asfalto,2
3190,Techador de chapa galvanizada,2
3191,Techador de material sintético,2
3192,Techador de metal,2
3193,Techador de paja,2
3194,Techador de tejas,2
3195,Techador,2
3196,Azulejero,2
3197,Colocador de pisos,2
3198,Embaldosador de suelos,2
3199,Enlosador,2
3200,Marmolista,2
3201,Parquetero,2
3202,Colocador de piso cerámico,2
3203,Colocador de azulejo,2
3204,Colocador de pisos de mosaico,2
3205,Decorador de yeso fibroso,2
3206,Decorador estuquista,2
3207,Enlucidor de yeso,2
3208,Yesero,2
3209,Operario aplicación de revestimientos,2
3210,Aplicador de revestimiento,2
3211,Aislador de  tuberías,2
3212,Instalador de material aislante,2
3213,Instalador de aislación / calderas y tuberías,2
3214,Instalador de aislación / edificios,2
3215,Instalador de material aislante de sonido,2
3216,Instalador  de  aislación térmica,2
3217,Instalador de aislantes de  insonorización,2
3218,Aislador de calderas ,2
3219,Instalador de aislación / calderas,2
3220,Instalador de aislación / tuberías,2
3221,Instalador de  aislamiento acústico,2
3222,Instalador de aislamiento térmico,2
3223,Cristalero de construcción,2
3224,Cristalero colocador de lunas de vidrio,2
3225,Cristalero de claraboyas / colocación de cristales (sin masilla),2
3226,Cristalero de cristales emplomados,2
3227,Cristalero de doble vidrio,2
3228,Cristalero de edificios,2
3229,Cristalero de vidrieras,2
3230,Operario de trabajos de vidriería,2
3231,Vidriero de edificios,2
3232,Vidriero de lunas de vidrio,2
3233,Vidriero de vehículos,2
3234,Vidriero de vidrieras artísticas,2
3235,Vidriero de vidrieras de iglesia,2
3236,Instalador de vidrios,2
3237,Instalador de parabrisas,2
3238,Operario de instalación de vidrios,2
3239,Instalador de espejos,2
3240,Colocador de tuberías de drenaje,2
3241,Colocador de tubos y conducciones,2
3242,Excavador de pozos de agua,2
3243,Fontanero,2
3244,Fontanero de buques,2
3245,Instalador de tuberías,2
3246,Instalador de tuberías / desagüe,2
3247,Instalador de tuberías / distribución de agua,2
3248,Instalador de tuberías / gas,2
3249,Instalador de tuberías / vapor de agua,2
3250,Plomero,2
3251,Tubero,2
3252,Reparador de tubos,2
3253,Ajustador de tuberías,2
3254,Instalador de tuberías de ventilación,2
3255,Instalador de canoas,2
3256,Encargado de mantenimiento cámaras frigoríficas,2
3257,Encargado de mantenimiento / equipo de refrigeración,2
3258,Mecánico montador de instalaciones / climatización,2
3259,Mecánico montador de instalaciones / refrigeración,2
3260,Trabajador especializado de reparación equipo refrigeración,2
3261,Instalador de refrigeración y climatización,2
3262,Instalador de equipo de refrigeración ,2
3263,Instalador de equipo de climatización,2
3264,Instalador de aire acondicionado,2
3265,Montador de instalaciones / climatización,2
3266,Montador de instalaciones / refrigeración,2
3267,Reparador de aire acondicionado,2
3268,Mecánico de aire acondicionado,2
3269,Instalados de cuartos fríos ,2
3270,Mecánico de equipos de refrigeración ,2
3271,Técnico en refrigeración,2
3272,Técnico en refrigeración doméstica,2
3273,Técnico en refrigeración comercial,2
3274,Técnico en refrigeración industrial,2
3275,Técnico en aire acondicionado industrial,2
3276,Técnico en aire acondicionado automotriz,2
3277,Mecánico de refrigeración ,2
3278,Empapelador,2
3279,Encalador,2
3280,Pintor de brocha de edificación,2
3281,Pintor de brocha gorda,2
3282,Pintor de coches de viajeros y vagones de ferrocarril,2
3283,Pintor de construcciones,2
3284,Pintor de construcciones metálicas,2
3285,Pintor de edificios,2
3286,Pintor de fachadas exteriores / edificación,2
3287,Pintor de minio de plomo,2
3288,Pintor de viviendas,2
3289,Pintor decorador de accesorios interiores de barcos,2
3290,Pintor decorador de edificios,2
3291,Pintor decorador de revestimiento de muros,2
3292,Pintor pulverizador de edificación,2
3293,Barnizador de metales,2
3294,Barnizador de productos manufacturados,2
3295,Barnizador de vehículos,2
3296,Enderezador y pintor automotriz,2
3297,Mecánico de enderezado y pintura,2
3298,Pintor a pistola de metal,2
3299,Pintor automotriz,2
3300,Pintor de automóviles,2
3301,Pintor de metal,2
3302,Pintor de productos manufacturados,2
3303,Pintor de vehículos,2
3304,Trabajador especializado de pintura de vehículos,2
3305,Enderezador  automotriz,2
3306,Pintor automotriz,2
3307,Laqueador de vehículos,2
3308,Lijador de carrocerías,2
3309,Pintor de carros,2
3310,Pintor de motocicletas,2
3311,Enderezador  de carrocerías automotrices,2
3312,Pintor  de carrocerías automotrices,2
3313,Limpiador de cañón de chimeneas,2
3314,Limpiador de fachadas / chorro de arena,2
3315,Limpiador de fachadas / chorro de vapor,2
3316,Limpiador de tuberías,2
3317,Deshollinador ,2
3318,Limpiador de fachadas ,2
3319,Moldeador de armador de moldes / jabón,2
3320,Moldeador de fundición,2
3321,Moldeador de fundición a máquina,2
3322,Moldeador de moldes / metal fundido,2
3323,Preparador de moldes de banco,2
3324,Preparador de moldes de fosas,2
3325,Preparador de moldes de suelo y fosas / metal,2
3326,Moldeador de fundiciones de metal,2
3327,Ajustador operador de máquina de soldar / bisutería,2
3328,Ajustador operador de máquina de soldar / metales,2
3329,Cobresoldador,2
3330,Cobresoldador de horno,2
3331,Cobresoldador de inducción,2
3332,Cobresoldador de soplete,2
3333,Cortador de arco eléctrico,2
3334,Operador de máquina de soldadora / arco eléctrico,2
3335,Oxicortador,2
3336,Soldador,2
3337,Soldador a plomo,2
3338,Soldador a tope,2
3339,Soldador a tope / presión y calentamiento eléctrico,2
3340,Soldador con termita,2
3341,Soldador de acetileno,2
3342,Soldador de arco eléctrico,2
3343,Soldador de cautín,2
3344,Soldador de contacto,2
3345,Soldador de corriente de inducción,2
3346,Soldador de costuras longitudinales,2
3347,Soldador de gas,2
3348,Soldador de gas y electricidad,2
3349,Soldador de horno,2
3350,Soldador de oxiacetileno,2
3351,Soldador de puntos,2
3352,Soldador de resistencia eléctrica,2
3353,Soldador de soldadura blanda / a mano,2
3354,Soldador de soplete,2
3355,Sopletista soldador,2
3356,Trabajador especializado de soldadura,2
3357,Operador de máquina oxicortadora de metal,2
3358,Calderero chapista,2
3359,Calderero de chapas de acero,2
3360,Calderero de cobre,2
3361,Chapista calderero,2
3362,Chapista de automóviles,2
3363,Chapista de aviones,2
3364,Chapista de carrocerías,2
3365,Chapista de decoración,2
3366,Chapista de muebles / metal,2
3367,Chapista de ornamentación,2
3368,Chapista hojalatero,2
3369,Chapista montador de muebles,2
3370,Chapista trazador,2
3371,Hojalatero,2
3372,Trabajador de láminas de metal,2
3373,Armador de blindaje / buques,2
3374,Armador de estructuras / acero,2
3375,Armador de estructuras metálicas,2
3376,Curvador de chapas / metal,2
3377,Instalador de rótulos metálicos,2
3378,Montador de armazones metálicas / buques,2
3379,Montador de estructuras / acero,2
3380,Montador de planchas / astilleros,2
3381,Trazador de estructuras metálicas,2
3382,Instalador de estructuras metálicas,2
3383,Montador de estructuras metálicas ,2
3384,Instalador de pararrayos,2
3385,Instalador de portones,2
3386,Ajustador de cordajes,2
3387,Aparejador,2
3388,Aparejador de aparatos de elevación,2
3389,Aparejador de buques,2
3390,Aparejador de máquinas de izar / construcción,2
3391,Aparejador de perforaciones / petróleo y gas,2
3392,Empalmador de cables no eléctricos,2
3393,Montador de cables / puentes colgantes,2
3394,Montador de cables / teleférico,2
3395,Montador de cables y cuerdas,2
3396,Aparejador de máquinas de izar,2
3397,Instalador de equipos de teatro,2
3398,Forjador,2
3399,Forjador de aperos agrícolas,2
3400,Forjador de herramientas,2
3401,Forjador de martillo,2
3402,Forjador de martillo pilón,2
3403,Forjador de prensa,2
3404,Herrero,2
3405,Trefilador a mano / alambre,2
3406,Artesano del hierro,2
3407,Artesano de metal,2
3408,Trabajador con máquina moldeadora de metales,2
3409,Operador de maquina moldeadora de metales,2
3410,Operador de maquina de prensa para forjar metal,2
3411,Ajustador de calibradores,2
3412,Ajustador de mandriles,2
3413,Ajustador herramentista de máquinas,2
3414,Ajustador herramentista de matrices,2
3415,Ajustador herramentista de trazador,2
3416,Ajustador modelista de fundición,2
3417,Armero,2
3418,Cerrajero,2
3419,Herramentista,2
3420,Herramentista de precisión,2
3421,Herramentista de prensa,2
3422,Mecánico ajustador de estampado,2
3423,Mecánico ajustador de herramientas con punta de diamante,2
3424,Mecánico ajustador de herramientas y matrices,2
3425,Mecánico de herramientas,2
3426,Trabajador especializado de armería,2
3427,Trabajador especializado de cerrajería,2
3428,Trazador de metales,2
3429,Ajustador operador de cepilladoras,2
3430,Ajustador operador de esmeriladoras,2
3431,Ajustador operador de fresadoras,2
3432,Ajustador operador de limadoras,2
3433,Ajustador operador de máquinas herramientas,2
3434,Ajustador operador de taladradoras,2
3435,Regulador de máquinas herramientas,2
3436,Regulador de torno automático,2
3437,Regulador de torno revólver,2
3438,Regulador operador de cepilladora,2
3439,Regulador operador de escopleadora de metales,2
3440,Regulador operador de esmeriladora,2
3441,Regulador operador de fresadora,2
3442,Regulador operador de fresadora / estampas,2
3443,Regulador operador de lapidadora,2
3444,Regulador operador de mandriladora,2
3445,Regulador operador de máquina cortadora,2
3446,Regulador operador de máquina de mecanismo de control numérico,2
3447,Regulador operador de máquina de tallar / engranajes,2
3448,Regulador operador de máquina extrusora,2
3449,Regulador operador de máquinas herramientas,2
3450,Regulador operador de mortajadora,2
3451,Regulador operador de ranuradora,2
3452,Regulador operador de rectificadora,2
3453,Regulador operador de rectificadora / metalurgia,2
3454,Regulador operador de rectificadora / precisión,2
3455,Regulador operador de rectificadora bruñidora / cilindros,2
3456,Regulador operador de taladradora,2
3457,Regulador operador de torno,2
3458,Regulador operador de torno de embutir,2
3459,Regulador operador de torno de roscar,2
3460,Regulador operador de torno revólver,2
3461,Taladrista,2
3462,Afilador de muela de afilar herramientas,2
3463,Fresador (metalmecánica),2
3464,Operador de cepilladora de metales,2
3465,Operador de cizalla mecánica,2
3466,Operador de fresadoras,2
3467,Operador de grabadores de metal / aguafuerte,2
3468,Operador de grafilador,2
3469,Operador de mandrilador de metales,2
3470,Operador de máquina de acuñación de monedas,2
3471,Operador de máquina de curvado / metales,2
3472,Operador de máquina de embutido / metales,2
3473,Operador de máquina de estampado / metales,2
3474,Operador de máquina de fabricación / mandriles (tubos),2
3475,Operador de máquina de fabricación de agujas,2
3476,Operador de máquina de fabricación de cables,2
3477,Operador de máquina de fabricación de conmutadores,2
3478,Operador de máquina de fabricación de equipos para deporte / metal,2
3479,Operador de máquina de fabricación de joyas,2
3480,Operador de máquina de fabricación de juguetes / metal,2
3481,Operador de máquina de fabricación de machos / fundición,2
3482,Operador de máquina de fabricación de machos / soplado,2
3483,Operador de máquina de fabricación de relojes,2
3484,Operador de máquina de fabricación de remaches,2
3485,Operador de máquina de fabricación de tornillos,2
3486,Operador de máquina de fabricación de tubos,2
3487,Operador de máquina de fabricación de tuercas,2
3488,Operador de máquina de grabado de metales,2
3489,Operador de máquina de montaje de calderas,2
3490,Operador de máquina de tallar engranajes,2
3491,Operador de máquina fresadora,2
3492,Operador de máquina industrial / fabricación de alambre de metal,2
3493,Operador de máquina lapidadora de metales,2
3494,Operador de máquina mandriladora de metal,2
3495,Operador de máquina pulidora de metales,2
3496,Operador de máquina ranuradora de metales,2
3497,Operador de máquina rectificadora / máquinas herramientas,2
3498,Operador de máquina rectificadora de metales,2
3499,Operador de máquina remachadora de metales,2
3500,Operador de máquina taladradora de metales,2
3501,Operador de prensa mecánica de metales,2
3502,Operador de sierra mecánica / metales,2
3503,Operador escopleadora,2
3504,Operador esmeriladora de metales,2
3505,Operario de moldeo tornillos,2
3506,Rectificador de precisión,2
3507,Tornero de metalurgia,2
3508,Tornero de productos de piedra,2
3509,Tornero de torno de cabezal revólver / metalurgia,2
3510,Tornero de torno de embutir / metalurgia,2
3511,Tornero de torno de torre / metalurgia,2
3512,Tornero en metal,2
3513,Operador de máquinas / fabricación de anzuelos,2
3514,Operador de máquinas / fabricación juguetes metal,2
3515,Operador de máquina fabricación de moldes interiores,2
3516,Operador de máquinas herramientas,2
3517,Operador de máquina troqueladora,2
3518,Operador de máquina de calibrado,2
3519,Afilador ambulante,2
3520,Afilador de cuchillería,2
3521,Afilador de herramientas,2
3522,Afilador de instrumentos cortantes,2
3523,Afilador de sierras,2
3524,Ajustador operador de máquinas pulidoras,2
3525,Ajustador operador de pulidoras / metales,2
3526,Amolador de sierras,2
3527,Limpiador de metales,2
3528,Pulidor de metales,2
3529,Rectificador de herramientas,2
3530,Rectificador de máquinas cardadoras / textiles,2
3531,Rectificador de máquinas herramientas,2
3532,Rectificador de metales,2
3533,Afilador de herramientas cortantes ,2
3534,Pulidor de aros para automóvil,2
3535,Afinador de motores / vehículos,2
3536,Ajustador de motores / vehículos,2
3537,Calibrador de motores,2
3538,Mecánico automotriz,2
3539,Mecánico de autobuses,2
3540,Mecánico de automóviles,2
3541,Mecánico de camiones,2
3542,Mecánico de motocicletas,2
3543,Mecánico de motores de vehículos,2
3544,Mecánico de taller de reparaciones / automóviles,2
3545,Mecánico de transmisiones / automóviles,2
3546,Mecánico de vehículos de motor,2
3547,Operador de mantenimiento de vehículos,2
3548,Probador de automóviles / reparaciones,2
3549,Trabajador especializado de mecánica / automotriz,2
3550,Mecánico de lanchas,2
3551,Trabajador especializado de baterías / carro,2
3552,Técnico en mecánica automotriz,2
3553,Recauchador de llantas,2
3554,Llantero de reparación de llantas,2
3555,Llantero reparador,2
3556,Reparador de ciclomotores ,2
3557,Reparador de sistemas de frenos,2
3558,Técnico especializado en reparación de vehículos livianos,2
3559,Mecánico general en vehículos livianos,2
3560,Técnico reparador de vehículos livianos,2
3561,Técnico en autotrónica de vehículos livianos,2
3562,Mecánico de motocicletas ,2
3563,Mecánico de cuadraciclos,2
3564,Mecánico de vehículos livianos,2
3565,Mecánico en autotrónica,2
3566,Inspector técnico vehicular,2
3567,Lubricador de vehículos automotores,2
3568,Ajustador de motores / avión,2
3569,Ajustador montador de armazones / avión,2
3570,Mecánico de aviones,2
3571,Mecánico de aviones / sistemas hidráulicos,2
3572,Mecánico de motores / avión,2
3573,Mecánico de motores / avión (servicio de línea),2
3574,Montador de armazones metálicas / aviones,2
3575,Mecánico aéreo ,2
3576,Supervisor de mantenimiento de aviones,2
3577,Técnico de mantenimiento de avión,2
3578,Mecánico de helicópteros,2
3579,Mecánico de aviación,2
3580,Ajustador de mantenimiento / maquinaria industrial,2
3581,Ajustador de máquina de imprenta,2
3582,Ajustador de maquinaria / movimiento de tierras,2
3583,Ajustador de máquinas / industria,2
3584,Ajustador de máquinas / industria textil,2
3585,Ajustador de máquinas / labra (madera),2
3586,Ajustador de máquinas / minería,2
3587,Ajustador de máquinas agrícolas,2
3588,Ajustador de máquinas de vapor,2
3589,Ajustador de máquinas herramientas,2
3590,Mecánico de mantenimiento / establecimientos industriales,2
3591,Mecánico de maquinaria / movimiento de tierras,2
3592,Mecánico de maquinaria industrial,2
3593,Mecánico de maquinaria textil,2
3594,Mecánico de máquinas / construcción,2
3595,Mecánico de máquinas / minería,2
3596,Mecánico de máquinas agrícolas,2
3597,Mecánico de máquinas de coser industriales,2
3598,Mecánico de máquinas de imprenta,2
3599,Mecánico de máquinas de vapor,2
3600,Mecánico de sala de máquinas / barcos,2
3601,Mecánico industrial,2
3602,Montador instalador de maquinaria,2
3603,Trabajador especializado de mecánica / industrial,2
3604,Mecánico de chapulines,2
3605,Mecánico de tractores,2
3606,Mecánico de montacargas,2
3607,Reparador de maquinarias agrícolas,2
3608,Mecánico de maquinarias para minería,2
3609,Reparador de maquinarias para minería,2
3610,Ajustador de motores estacionarios,2
3611,Reparador de motores estacionarios,2
3612,Mecánico de motores de ferrocarril,2
3613,Reparador de motores de ferrocarril,2
3614,Reparador de máquinas de coser,2
3615,Trabajador especializado de mecánica / equipo de oficina,2
3616,Trabajador especializado de mecánica / equipos de costura,2
3617,Mecánico de máquinas ordeñadoras,2
3618,Técnico especializado en reparación de maquinaria pesada,2
3619,Mecánico general en maquinaria pesada,2
3620,Técnico especializado en reparación de vehículos pesados,2
3621,Mecánico general en vehículos pesados,2
3622,Técnico reparador de vehículos pesados,2
3623,Técnico reparador de maquinaria pesada,2
3624,Mecánico general en  vehículos pesados,2
3625,Técnico especializado en mecánica agrícola,2
3626,Técnico reparador de maquinaria agrícola,2
3627,Mecánico general en mecánica agrícola,2
3628,Mecánico de tractor agrícola,2
3629,Mecánico de maquinaria agrícola,2
3630,Mecánico de vehículos pesados,2
3631,Aceitador engrasador,2
3632,Engrasador,2
3633,Mecánico de bicicletas,2
3634,Mecánico reparador de bicicletas,2
3635,Reparador de bicicletas,2
3636,Trabajador especializado de engrase,2
3637,Reparador de coches para bebés,2
3638,Reparador de sillas de ruedas,2
3639,Mecánico de sillas de ruedas,2
3640,Pintor de bicicletas,2
3641,Reparador cochecitos de bebé,2
3642,Ajustador de balanzas,2
3643,Ajustador óptico de precisión,2
3644,Auxiliar de mecánica / precisión,2
3645,Calibrador de instrumentos de precisión,2
3646,Constructor de barómetros,2
3647,Constructor de instrumentos / meteorología,2
3648,Constructor de instrumentos / navegación,2
3649,Mecánico de balanzas,2
3650,Mecánico de barómetros,2
3651,Mecánico de brújulas,2
3652,Mecánico de instrumentos / científicos,2
3653,Mecánico de instrumentos / cirugía,2
3654,Mecánico de instrumentos / meteorología,2
3655,Mecánico de instrumentos / odontología,2
3656,Mecánico de instrumentos / óptica,2
3657,Mecánico de instrumentos de precisión,2
3658,Mecánico de material fotográfico,2
3659,Montador de instrumentos de precisión,2
3660,Relojero,2
3661,Relojero de reparaciones,2
3662,Reparador de cámaras fotográficas,2
3663,Reparador de instrumentos / científicos,2
3664,Reparador de instrumentos / cirugía,2
3665,Reparador de instrumentos / odontología,2
3666,Reparador de instrumentos / óptica,2
3667,Reparador de instrumentos / precisión,2
3668,Trabajador especializado de mecánica / precisión,2
3669,Mecánico de precisión,2
3670,Técnico en mecánica de precisión,2
3671,Mecánico de equipo médico,2
3672,Reparador de equipo médico,2
3673,Afinador de acordeón,2
3674,Afinador de cuerdas de piano,2
3675,Afinador de instrumentos musicales,2
3676,Afinador de órgano,2
3677,Afinador de piano,2
3678,Constructor de acordeones,2
3679,Constructor de armónicas,2
3680,Constructor de arpas,2
3681,Constructor de guitarras,2
3682,Constructor de instrumentos musicales,2
3683,Constructor de instrumentos musicales / cuerdas,2
3684,Constructor de instrumentos musicales / percusión,2
3685,Constructor de instrumentos musicales / viento,2
3686,Constructor de pianos,2
3687,Constructor de pianos / llaves,2
3688,Constructor de pianos / tablas de armonía,2
3689,Constructor de pianos y pianolas,2
3690,Constructor de tambores y timbales,2
3691,Constructor de teclados / pianos,2
3692,Constructor de xilófonos,2
3693,Entonador de órganos,2
3694,Organero,2
3695,Organero constructor / fuelles,2
3696,Organero constructor / llaves de órgano,2
3697,Regulador de instrumentos musicales / tonalidad,2
3698,Reparador de instrumentos musicales / cuerdas,2
3699,Reparador de instrumentos musicales / percusión,2
3700,Reparador de instrumentos musicales / viento,2
3701,Constructor de marimbas,2
3702,Fabricante de instrumentos musicales,2
3703,Fabricante de guitarras,2
3704,Aserrador de diamantes industriales,2
3705,Batidor de oro,2
3706,Cincelador orfebre,2
3707,Colador de joyería,2
3708,Creador de modelos / joyería y orfebrería,2
3709,Diamantista de diamantes industriales,2
3710,Engastador de piedras preciosas,2
3711,Esmaltador de joyería,2
3712,Joyero,2
3713,Joyero reparador,2
3714,Laminador de metales preciosos,2
3715,Martillador de metales preciosos,2
3716,Montador de cadenas / orfebrería,2
3717,Montador de orfebrería,2
3718,Montador de piedras preciosas,2
3719,Orfebre,2
3720,Orfebre de objetos de metal precioso,2
3721,Orfebre platero,2
3722,Platero,2
3723,Recalcador de metales preciosos,2
3724,Repujador tornero de orfebrería,2
3725,Taladrista de metales preciosos,2
3726,Tallador de metales preciosos,2
3727,Tallador pulidor de joyería,2
3728,Tallador pulidor de piedras preciosas,2
3729,Trefilador de metales preciosos,2
3730,Reparador de joyas ,2
3731,Fabricante de joyas,2
3732,Esmaltador de joyas,2
3733,Grabador de joyas ,2
3734,Acabador de cerámica,2
3735,Alfarero,2
3736,Botijero,2
3737,Ceramista,2
3738,Ceramista de espitas,2
3739,Ceramista de moldes,2
3740,Cincelador de cerámica,2
3741,Esmaltador de porcelana / inmersión,2
3742,Modelador de alfarería,2
3743,Modelador de torno / terraja (alfarería),2
3744,Modelador de torno / terraja (cerámica y porcelana),2
3745,Moldeador de cerámica y porcelana,2
3746,Moldeador vaciador de cerámica y porcelana,2
3747,Prensador de cerámica,2
3748,Prensador de prensa galletera / cerámica,2
3749,Preparador de moldes,2
3750,Preparador de moldes de cerámica,2
3751,Taladrista de cerámica,2
3752,Tejero,2
3753,Tornero alfarero,2
3754,Tornero ceramista,2
3755,Artesano arcilla,2
3756,Artesano en barro,2
3757,Artesano de artículos de barro,2
3758,Artesano en yeso,2
3759,Biselador de cristales,2
3760,Cortador de cristal,2
3761,Cortador de vidrio,2
3762,Curvador de tubos de vidrio,2
3763,Laminador de vidrio,2
3764,Modelador de vidrio,2
3765,Perforador de vidrio,2
3766,Pulidor de vidrio,2
3767,Soplador de vidrio,2
3768,Soplador de vidrio / material de laboratorio,2
3769,Tornero de vidrio,2
3770,Artesano  del vidrio,2
3771,Artesano del cristal,2
3772,Fabricante de lámparas de vidrio,2
3773,Vitralista,2
3774,Trabajador de la fabricación de vidrio artístico,2
3775,Grabador de cristal,2
3776,Grabador de vidrio,2
3777,Grabador de vidrio / motivos decorativos,2
3778,Grabador de vidrio decorativo / pantógrafo,2
3779,Grabador de vidrio y cristal / cera,2
3780,Tallador de cristal,2
3781,Tallador decorativo de cristales ,2
3782,Tallador decorativo de  vidrios ,2
3783,Trazador grabador de vidrio,2
3784,Grabador decorativo,2
3785,Calcador de cerámica decorativa,2
3786,Decorador de alfarería,2
3787,Decorador de cerámica,2
3788,Decorador de cerámica / a mano,2
3789,Decorador de cerámica / pulverización,2
3790,Decorador esmaltador de cerámica / pistola,2
3791,Esmaltador de cerámica,2
3792,Esmaltador de cerámica / inmersión,2
3793,Esmaltador de vidrio,2
3794,Estampador decorador de cerámica,2
3795,Filetero de decoración / cerámica y porcelana,2
3796,Filetero dorador de porcelana,2
3797,Pintor de anuncios,2
3798,Pintor de cerámica,2
3799,Pintor de cerámica / inmersión,2
3800,Pintor de cerámica / pistola,2
3801,Pintor de letreros,2
3802,Pintor de rótulos,2
3803,Pintor de rótulos / anuncios,2
3804,Pintor de vidrio,2
3805,Pintor decorador,2
3806,Pintor decorador de cerámica,2
3807,Pintor decorador de vidrio,2
3808,Pulidor de piezas de cerámica dorada,2
3809,Retocador de cerámica decorativa,2
3810,Retocador de decorado de cerámica,2
3811,Trazador a pincel de cerámica decorativa,2
3812,Trazador de cerámica decorativa,2
3813,Pintor de artesanías,2
3814,Dibujante de carteles  ,2
3815,Grabador de metal,2
3816,Serigrafista de vidrio,2
3817,Tallador de vidrio,2
3818,Fabricante de letreros,2
3819,Artesano pintor de artesanías,2
3820,Redactor de carteles publicitarios,2
3821,Artesano de artículos de madera,2
3822,Artesano de artículos de papel,2
3823,Artesano tejedor / bejuco,2
3824,Artesano tejedor / juncos,2
3825,Artesano tejedor / mecate,2
3826,Artesano tejedor / mimbre,2
3827,Confeccionador de flores de papel,2
3828,Grabador de hueso de marfil ,2
3829,Brucero de escobas ,2
3830,Brucero de  cepillos de madera,2
3831,Cestero,2
3832,Cestero de muebles / mimbre,2
3833,Confeccionador de brochas,2
3834,Confeccionador de juguetes / madera,2
3835,Confeccionador de muebles de caña,2
3836,Confeccionador de muebles  de junco,2
3837,Confeccionador montador de muebles de caña o mimbre,2
3838,Confeccionador de muebles  de mimbre,2
3839,Escobero,2
3840,Tejedor de cabuya / junco o mimbre,2
3841,Tejedor de cestas,2
3842,Trenzador de cestos,2
3843,Trenzador de objetos de paja,2
3844,Arreglista floral de flores naturales frescas o secas,2
3845,Artesano de arreglos flores naturales,2
3846,Confeccionador montador de muebles de caña ,2
3847,Confeccionador montador de muebles de  mimbre,2
3848,Tejedor de cabuya ,2
3849,Tejedor de mimbre,2
3850,Tejedor de junco,2
3851,Tejedor de canastos,2
3852,Tejedor de canastas ,2
3853,Artesano papel,2
3854,Artesanos conchas,2
3855,Artesanos mimbre,2
3856,Artesanos paja,2
3857,Artesano de piñatas,2
3858,Arreglista floral,2
3859,Florista,2
3860,Artesano de carretas,2
3861,Artesano del bambú,2
3862,Fabricante de canastos,2
3863,Artesano de muebles de mimbre,2
3864,Artesano de accesorios de cuero,2
3865,Artesano de artículos de cuero,2
